doc,author,unit.state.news,news.releas.year,releas.year.counti,state.news.releas,current.record.washington,counti.current.record,year.counti.current,news.releas.announc,washington.d.c,u.s.r,d.c.u,c.u.s,s.r.al,unit.state.alabama,2004.unit.state,alabama.right.reserv,state.alabama.right,said.fund.will,u.s.sen,fund.will.use,local.law.enforc,sen.r.al,commerc.justic.scienc,2006.news.releas,said.pleas.bill,s.sen.r,pleas.bill.includ,2005.news.releas,said.bill.includ,depart.homeland.secur,r.al.today,state.local.law,fund.will.allow,r.al.appropri,al.appropri.committe,2006.washington.d,law.enforc.agenc,fiscal.year.2006,econom.develop.administr,u.s.c,s.c.r,million.said.pleas,million.said.bill,big.brother.big,brother.big.sister,volunt.fire.depart,1.million.said,assist.firefight.grant,firefight.grant.program,million.said.fund,2007.washington.d,2007.news.releas,washington.u.s,u.s.depart,fund.will.help,appropri.committe.today,c.r.al,000.said.fund,committe.today.announc,miss.exploit.children,al.today.announc,boy.girl.club,today.announc.depart,scienc.relat.agenc,justic.scienc.relat,relat.agenc.appropri,2005.washington.d,includ.fiscal.year,000.said.pleas,juvenil.justic.delinqu,justic.delinqu.prevent,appropri.committe.announc,bill.fiscal.year,committe.announc.today,bill.includ.1,program.program.will,nation.center.miss,center.miss.exploit,fiscal.year.2008,2005.washington.dc,part.assist.firefight,dc.u.s,appropri.bill.fiscal,grant.program.program,washington.dc.u,miss.children.program,million.direct.feder,program.will.distribut,offic.domest.prepared,direct.feder.assist,5.million.said,r.al.chairman,univers.south.alabama,will.now.go,extens.partnership.program,fund.will.provid,manufactur.extens.partnership,will.use.fund,inform.share.system,2006.u.s,region.inform.share,qualiti.growth.initi,big.sister.qualiti,sister.qualiti.growth,holl.manufactur.extens,univers.alabama.birmingham,state.local.govern,homeland.secur.offic,subcommitte.commerc.justic,assist.firefight.nationwid,fund.award.depart,secur.offic.domest,firefight.nationwid.year,prepared.part.assist,award.depart.homeland,feder.assist.firefight,domest.prepared.part,appropri.subcommitte.commerc,said.pleas.announc,fiscal.year.2007,500.000.said,appropri.subcommitte.today,justic.assist.grant,law.enforc.assist,arm.servic.committe,offic.juvenil.justic,bill.provid.fund,1.25.million,develop.administr.eda,justic.scienc.today,scienc.today.announc,alabama.crimin.justic,2006.washington.u,subcommitte.today.announc,defens.appropri.bill,agenc.appropri.bill,program.will.also,hous.urban.develop,announc.u.s,justic.scienc.appropri,depart.public.safeti,releas.announc.fund,1.5.million,transport.treasuri.judiciari,orient.polic.servic,polic.servic.cop,today.announc.u,slate.receiv.fund,r.al.announc,commun.orient.polic,bill.will.now,enforc.agenc.across,includ.1.million,fund.will.assist,assist.law.enforc,fund.commerc.justic,receiv.fund.commerc,feder.state.local,nation.fatherhood.initi,girl.club.america,million.big.brother,confer.committe.approv,space.flight.center,scienc.appropri.bill,area.agenc.age,presid.desk.signatur,global.war.terror,million.boy.girl,marshal.space.flight,750.million.direct,distribut.750.million,nation.scienc.foundat,pleas.bill.provid,feder.aviat.administr,will.distribut.750,s.r.ala,million.miss.children,addit.bill.includ,justic.inform.center,2007.washington.u,health.human.servic,al.announc.today,fund.provid.assist,crimin.justic.inform,al.chairman.appropri,homeland.secur.will,bill.includ.fund,forens.scienc.includ,provid.assist.firefight,announc.depart.homeland,secur.will.releas,comput.forens.laboratori,paul.coverdel.forens,h.r.3,assist.grant.program,aviat.administr.faa,number.import.project,million.fund.will,million.offic.juvenil,million.paul.coverdel,nation.aeronaut.space,coverdel.forens.grant,instrument.secur.fund,chairman.appropri.subcommitte,aeronaut.space.administr,non.line.sight,edward.byrn.memori,memori.justic.assist,fund.law.enforc,must.continu.work,provid.fund.import,byrn.memori.justic,exploit.children.ncmec,project.includ.bill,space.administr.nasa,follow.today.action,2.million.said,juli.2005.news,30.juli.2005,univers.alabama.huntsvil,sexual.predat.elimin,feder.bureau.investig,june.2007.news,elimin.grant.program,predat.elimin.grant,today.u.s,1.million.alabama,nation.wildlif.refug,treasuri.judiciari.hous,vulner.citizen.children,judiciari.hous.urban,program.will.receiv,law.enforc.offici,law.enforc.offic,center.domest.prepared,defens.author.bill,law.enforc.first,statement.u.s,said.pleas.fund,offic.commun.orient,announc.confer.committe,non.profit.agenc,will.receiv.fund,child.sexual.predat,follow.grant.will,fund.fiscal.year,facilit.econom.develop,increas.rang.challeng,fund.will.go,work.plan.project,project.design.facilit,plan.project.design,includ.500.000,space.rocket.center,fund.sever.project,septemb.2006.news,grant.state.local,public.work.plan,internet.crime.children,agenc.public.work,secur.fund.fiscal,program.will.continu,profit.agenc.public,subcommitte.cj.today,provid.grant.local,dna.backlog.reduct,ever.increas.rang,fund.import.project,design.facilit.econom,will.assist.state,defens.appropri.subcommitte,pleas.fund.includ,atmospher.administr.noaa,nation.ocean.atmospher,govern.non.profit,meet.ever.increas,ocean.atmospher.administr,local.govern.non,grant.local.govern,implement.enhanc.commun,5.million.big,polic.cop.fund,electron.train.secur,children.program.will,commun.prevent.intervent,trade.adjust.assist,februari.2006.news,administr.provid.grant,announc.depart.justic,project.program.slate,legisl.includ.number,within.depart.justic,help.law.enforc,experiment.program.stimul,bill.includ.500,al.made.follow,c.r.ala,nationwid.program.will,victim.crime.act,grant.program.aim,million.state.local,alabama.fund.will,program.slate.receiv,develop.administr.provid,program.stimul.competit,cj.today.announc,enhanc.commun.polic,train.secur.tool,said.program.will,cop.grant.program,said.cop.grant,agenc.appropri.subcommitte,commun.polic.cop,drug.traffick.terror,stimul.competit.research,law.enforc.train,anniston.armi.depot,r.al.made,care.adult.live,coordin.effort.crimin,continu.success.stori,dispos.hazard.materi,administr.eda.nation,violent.crime.cybercrim,prevent.intervent.program,size.american.manufactur,respond.juvenil.delinqu,school.site.base,appropri.subcommitte.cj,small.mid.size,amber.alert.program,crimin.network.oper,alabama.serv.youth,partner.feder.state,follow.project.includ,target.drug.hot,american.manufactur.modern,system.riss.program,60.million.boy,program.provid.children,compet.global.marketplac,work.target.drug,terror.violent.crime,compos.six.region,miss.children.offic,commun.school.site,includ.nation.aeronaut,ryce.law.enforc,enforc.train.center,today.announc.confer,nationwid.project.program,nasa.nation.ocean,clandestin.methamphetamin.lab,competit.research.epscor,intellig.coordin.effort,nation.s.youth,ensur.safeti.nation,eight.alabama.serv,r.al.defens,offic.within.depart,commit.ensur.risk,follow.miss.children,depart.defens.appropri,agenc.eight.alabama,282.8.million,target.riss.activ,materi.clandestin.methamphetamin,crime.act.fund,enforc.assist.grant,traffick.terror.violent,hot.spot.remov,al.defens.appropri,riss.activ.drug,provid.children.meaning,will.continu.big,40.million.paul,public.privat.entiti,methamphetamin.product.distribut,will.also.work,risk.children.care,typic.target.riss,225.000.children,eda.nation.scienc,remov.dispos.hazard,riss.program.compos,serv.225.000,enforc.offici.combat,also.work.target,partnership.program.continu,activ.organ.crimin,spot.remov.dispos,program.compos.six,methamphetamin.enforc.clean,state.public.privat,sister.compris.450,sister.record.commit,administr.nasa.nation,jurisdict.line.typic,mid.size.american,children.meaning.mentor,offici.combat.methamphetamin,six.region.center,region.center.share,compris.450.local,scienc.foundat.nsf,effort.develop.implement,oper.mani.locat,hazard.materi.clandestin,big.sister.compris,will.allow.state,center.share.intellig,youth.age.five,assist.small.mid,locat.across.jurisdict,share.system.riss,site.base.mentor,continu.big.brother,activ.drug.traffick,450.local.agenc,alabama.district.attorney,gang.activ.organ,meaning.mentor.relationship,cybercrim.gang.activ,base.mentor.program,organ.crimin.activ,share.intellig.coordin,alabama.depart.public,noaa.econom.develop,line.typic.target,program.65.million,combat.internet.crime,depart.health.human,serv.youth.age,administr.noaa.econom,children.offic.within,children.care.adult,big.sister.record,mani.locat.across,mentor.program.provid,jimmi.ryce.law,program.continu.success,local.agenc.eight,commun.effort.develop,drug.hot.spot,jurisdict.includ.nation,state.across.countri,network.oper.mani,across.jurisdict.line,effort.crimin.network,combat.methamphetamin.product,crime.cybercrim.gang,1.million.jason,record.commit.ensur,ensur.risk.children,feder.state.public,million.jason.project,2.5.million,releas.announc.1,nation.first.respond,made.follow.statement,announc.today.u,fund.oper.safeti,counti.fund.provid,project.will.allow,appropri.bill.bill,chairman.commerc.justic,innoc.lost.initi,august.2006.news,will.also.provid,000.said.bill,alabama.area.agenc,urban.develop.hud,law.enforc.program,bill.includ.2,law.enforc.commun,meet.need.grow,fbi.innoc.lost,first.respond.must,now.go.full,will.consid.bill,depart.will.receiv,unit.state.depart,appropri.bill.follow,emerg.medic.servic,alabama.includ.fiscal,will.use.help,transport.infrastructur.develop,militari.infrastructur.readi,project.will.also,critic.stabil.nation,approv.demonstr.commit,go.floor.consider,program.critic.stabil,career.technic.educ,hydra.70.rocket,defens.relat.program,depart.archiv.histori,march.2006.news,consid.bill.follow,nation.forens.lab
Shelby381,shelby,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shelby219,shelby,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Shelby380,shelby,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2,1,0,0,0,0
Shelby351,shelby,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,14,0,10,6,0,4,0,14,0,13,1,9,0,0,5,4,0,0,0,3,2,3,0,0,11,8,4,4,0,16,0,0,10,0,0,0,0,4,0,0,4,0,2,0,3,0,2,2,2,0,1,3,4,4,0,1,0,3,0,2,2,0,0,0,0,1,0,0,3,0,0,0,0,8,1,7,0,2,1,2,0,2,0,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,1,2,1,0,0,4,0,0,0,1,1,0,0,2,4,0,4,0,1,1,0,1,0,1,0,1,4,0,2,1,1,2,2,1,1,0,0,2,0,1,0,1,0,0,0,2,3,0,0,0,1,1,3,0,0,0,0,3,0,0,2,1,0,0,0,1,1,0,0,0,0,0,2,1,2,1,0,0,2,0,0,0,1,1,1,0,1,0,1,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,2,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,2,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,2,1,1,0,0,1,2,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,2,2,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,4,0,0,0,0,0,0,0,1,1,2,0,1,2,0,0,1,3,1,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2
Shelby52,shelby,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shelby229,shelby,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shelby389,shelby,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shelby211,shelby,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shelby388,shelby,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
